59	借呗分期每月什么时间还款	蚂蚁借呗有没有规定还款日什么时间内还款	0
60	花呗临时额度可以跟普通额度一起分期付款么	花呗临时额度是否能分期还款	1
61	花呗还款余额宝红包用不了	使用花呗用不了	0
62	怎么查花呗调整前的额度	我的花呗额度有一万多	0
63	花呗我钱已经全部还完了，刚有比***的退款，怎么在花呗没有收到	花呗退的钱，怎么没到帐	0
64	商家返还的钱退进花呗额度，我是不是少还钱	商家已经给我退款了，花呗的金额并没有少	0
65	永久限制借呗	借呗能使用多久	0
66	变成网商贷了	怎么又从网商贷变借呗	0
67	为什么我的蚂蚁花呗，总是一百体验额度	怎么我的花呗一直都是体验用户吗	0
68	花呗分期提前还款 是否需要手续费	花呗分期后提前还款还会收取手续费吗	1
69	蚂蚁借呗最多只能分***期	为什么我借呗现在最多只能分六期	1
70	花呗多少分可以解锁	花呗分期需要有多少钱	0
71	用了花呗是怎么还	如果我用花呗买***的商品一个月怎么还	0
72	蚂蚁借呗什么时候放款的	蚂蚁借呗可以怎么看第一次借款的还款日期	0
73	为什么开不蚂蚁花呗	我为什么没办法开通花呗	1
74	我为什么开通不了花呗，年龄都够了	为什么花呗用不了	0
75	花呗分期***期手续费	如果商户开通了花呗分期，当面付的***手续费还有嘛	0
76	花呗支付后抽奖的礼品在哪查询	花呗积分抽奖在哪里	0
77	不是花呗，别跟我开通了上面显示的及时及时间是	花呗的上线时间	0
78	我的花呗要不要我还款呀	花呗我已经还款	0
79	花呗通讯录怎么开通	花呗怎麼開通	0
80	如何查看花呗还应还款额	如何看花呗每月需要还款金额	0
81	被冻结的花呗额度为什么要还	但花呗额度己结冻是什么原因	0
82	花呗付款抽奖在那	花呗不是花了能抽奖吗在哪里	0
83	花呗分期能一个月还清么	我蚂蚁花呗有一笔花呗分期可以单独还清吗	0
84	花呗账单已出账和未出账	花呗账单显示无记录	0
85	还有***要还可花呗关闭了怎么还	我怎么才能关闭花呗	0
86	余额宝怎么设置花呗自动还款	花呗在网页上怎么提前还款	0
87	花呗支付验证码	支付宝和花呗是同一个支付密码吗	0
88	怎么借呗只能分***个月还了，没有***个月了	借呗分期只能是***期吗	0
89	一分钱兑换的花呗红包在哪	花呗红包的详情	0
90	花呗可以用在什么	花呗可以换号使用么	0
91	怎么才能找回我的花呗	我要找回我的花呗	1
92	花呗绑定银行卡后可以改别的银行卡吗	花呗能改成别人的银行卡吗	1
93	我想花呗可以给我再加点临时额度	我现在有花呗临时额度吗	0
94	我的花呗额度是多少？为什么首页看不到了	我的花呗额度是多少，怎么查	1
95	花贝怎么样分期付款	花呗分期利息怎么算	0
96	我现在是开通了花呗吗	我的a账户是否开通了花呗	1
97	我需要还花呗的钱吗	我的花呗明细账单怎么比实际要还款的多	0
98	我的花呗点出来是空白的	不是的，点了花呗页面进去跳出来的就是空白的	1
99	不是花呗而是网商贷	借呗升级网商贷多久	0
100	我的花呗已经还了，怎么还有账单	怎么看我以前花呗的分期	0
101	花呗可以转到蚂蚁借贷吗	我想跟 你咨询一下，蚂蚁花呗可以用来转账吗	0
102	今天是蚂蚁借呗的还款日，为什么还没有扣钱	今天蚂蚁借呗还款日到了，但没扣款	1
103	花呗分期还有多少怎么查	怎么看花呗欠多少金额	0
104	我还有一个支付宝开不了花呗	我这个支付宝是不能使用花呗的吗	0
105	花呗分期后还可以用账单分期吗	花呗账单最低还款后，按照百分之***算，那么确认以后！下个月还可以分期吗	0
106	花呗分期首期免息劵	能用积分兑换花呗分期免息吗	0
107	用花唄买个按揭手机，怎么还钱了	花呗消费还款不会用手机还款怎么办	1
108	收款码支持花呗支付么	我申请的支付宝花呗收款被驳回	0
109	申诉恢复花呗借呗	怎么给我恢复借呗额度	0
110	我是卖家，人家用花呗无法付款怎么办	为什么我的无法使用花呗	0
111	花呗支付证明	花呗缴清证明	0
112	我的支付宝为什么不能开通花呗收款	为什么真正的商家反而开通不了花呗和信用卡收款	0
113	花呗分期后还能再分吗	蚂蚁花呗分期后 还可以再分期吗	1
114	谁能冻结花呗额度	我的花呗额度怎么冻结了	0
115	交易关闭了还要还花呗吗	花呗交易关闭 还要还	0
116	怎么我的花呗收钱有限额	花呗当月有限额吗	0
117	东西都是银行卡，付了款，为什么花呗还要我还款	商家退款花呗，为什么我这里还有账单要还	0
118	为什么无法开通花呗	怎样开通花呗	0
119	如果不可以的话，那干脆就取消花呗得了。一点都不方便	开过店铺的开花呗这么麻烦吗？我现在不开了可以给我取消店铺吗	0
120	蚂蚁借呗今天借什么时候还款	蚂蚁借呗借款日期是***号，还款日怎么是***号	0
121	怎么查看花呗的逾期	我怎么看到花呗分期通过什么扣的钱	0
122	我所有款都还清了，还可以用花呗吗	可以用蚂蚁花呗积分吗	0
123	借呗分期后，可以每天还***、***元吗	借呗可以先还利息，再还本金吗	0
124	我用花呗付的这款单 刚刚还花呗 还不了	我的花呗一直还不上钱	1
125	花呗关闭，领一个号开通花呗	另一个账户开通花呗了，可以改换这个账户吗	0
126	我借呗怎么没有额度呀	蚂蚁借呗怎么没有信用额度了	1
127	查询花呗额度	现在能先查一下我的花呗额度吗	1
128	花呗逾期 还清以后多久能够使用花呗	花呗逾期还款后什么时候才可以使用	0
129	为什么一个实名只能开通一个花呗	我收钱码开通花呗收钱怎么不能用	0
130	我花呗逾期***多天会怎么	花呗如果逾期***天未还款	0
131	我的额度不是借呗是网商贷	网商贷传为借呗	0
132	花呗分期的手续费	也就是商家可以免息，但是使用花呗分期这个业务是有费用的，对吧	0
133	我的借呗呗壳没有了	我的捡贝壳突然没了	1
134	为什么没 花呗	花呗还了为什开不了	0
135	我的借呗关了好久了	借呗用用关闭了	0
136	是不是我的花呗禁止使用了	我花呗恢复了！怎么用不了	0
137	花呗收钱码怎么收不了钱	我的花呗收款二维码怎么没有	0
138	我花呗逾期之前不是我故意导致的，是有原因的	我用花呗有***年了，从没逾期过	0
139	花呗临时额度到期没收到货怎么办	花呗为什么不是花的临时额度	0
140	借呗迟还款一天会算逾期吗	借呗逾期一天还款后还能正常使用吗	0
141	我这个号关闭了花呗，新号怎么就开通不了	就想问问 我为啥不能开通花呗	0
142	我的借呗芝麻授权给取消了我现在可以从新授权吗	芝麻信用用不用授权借呗的	0
143	蚂蚁借呗冻结啦	如何解除蚂蚁借呗协议	0
144	网贷逾期会影响借呗吗	信用卡逾期会影响蚂蚁借呗吗	0
145	借呗在还款日还可以分期吗	借呗分期单数	0
146	怎么提搞借呗	借呗怎么可以涨额度呀	1
147	花呗怎么才能绑定另一个淘宝账号	花呗怎样绑定淘宝	0
148	可以调花呗日期	蚂蚁花呗可以调高些吗	0
149	使用花呗付款要手续费	花呗付款购买东西有手续费吗	1
150	花呗申诉要多久	我的花呗多久能开通	0
151	蚂蚁花呗 为什么点 立即还款 不动	为什么花呗花费和事实不符	0
152	花呗可以修改还款日	可不可以更改花呗固定还款时间	1
153	蚂蚁借呗还款日期可以选***期吗	蚂蚁借呗是多长时间还款	0
154	我用花呗充值***的话费，可以得多少积分	花呗几点可以充话费	0
155	这是这款无法使用花呗支付的宝贝id	别人用花呗扫了码的，他付不了款就不能选花呗，选项	0
156	为什么我老是没有借呗	我经常用花呗 支付宝 乍没借呗	0
157	为什么我花呗不能购物使用了	我的花呗有欠款，但是不能再继续使用了，什么原因	0
158	花呗负额度会影响使用吗	如果有分期的商品会影响花呗提升额度吗	0
159	我是***年的什么时候能用花呗	我好想知道花呗到底什么时候才能使用	0
160	过年还能使用借呗借钱吗	蚂蚁借呗刚还完当天能借吗	0
161	花呗商家怎开通	商家开通花呗收款了 为什么 我无法使用花呗付款	0
162	把花呗关闭吧，就使用的不明白	如果不使用手机需要关闭花呗吗	0
163	为什么我还是开通不了借呗	蚂蚁借呗什么时候可以用	0
164	花呗一个可以还款几次	花呗逾期后还可以分期还款嘛	0
165	花呗额下降	花呗个人额度	0
166	我的借呗还进去了，怎么又借不了	为什么我加了行驶证上去，蚂蚁借呗就没了的	0
167	蚂蚁花呗***最低还款多少	信用额多少 才能开通蚂蚁花呗	0
168	现在能取消花呗分期	选了花呗账单分期还能取消吗	1
169	借呗按期还款能提前按期还款吗	蚂蚁借呗分期六个月，提前还	1
170	你们要是这样对我，我也不会罢休的	我看网上很多这样的	0
171	花呗怎样添加	花呗是一样的	0
172	花呗抽奖扣款	花呗一元抽奖再哪	0
173	假如我***号用了花呗是不是要到下个月***号还款	想查一下，***月九号花呗还款***元的是买的什么，怎么我查不到	0
174	我想提高我的花呗额度 怎么提高	我想提升下花呗额度	1
175	蚂蚁借呗还款成功能在取现吗	蚂蚁借呗能把钱取出来用么	0
176	逾期了怎么开通花呗	我的花呗怎么没法开通	0
177	退到花呗的退款怎么提现出来，我这里显示退到花呗里面了，但是找不到退的钱在哪	花呗的分期付款什么时候会体现出来	0
178	有负面记录会关闭花呗功能吗	使用花呗会有借贷记录吗	0
179	关闭借呗为什么不能再开通	为什么不能开通蚂蚁借呗	0
180	蚂蚁借呗有额度为什么借不出来	为什么借呗不能借***期的	0
181	是的，我想关闭花呗，不用，也不会用	我不知道怎么用，能关闭吗	0
182	花呗是以收货 才扣款吗	花呗 确认收货	0
183	临时花呗额度用完可以分期吗	花呗临时额度可以分期还款么	0
184	花呗还款的时候可不可以不自动还款	花呗自动还款，还什么款	0
185	花呗每个月最低还款是多少	我的花呗这个月最低还款金额为多少	1
186	花呗可以用在大麦吗	可以在苏宁易购实体店里用花呗吗	0
187	我不知道怎么变了网商贷的	为什么网商贷的利率比借呗高	0
188	支付宝支付已经扣了银行卡的钱，为什么会有花呗还款	我的花呗为什么又有三百多块钱了，我昨天才还了	0
189	花呗可不可以分享给好友	怎么向朋友分享花呗	1
190	借呗逾期了一天就不能用了	借呗逾期一天的影响	0
191	直接退回花呗账户了	退款到花呗账户 钱怎么算	0
192	暂不符合花呗收款条件	显示我不符合开通花呗收款	1
193	借呗和花呗一样可以延期***天还款吗	花呗延迟一天还款可以嘛	0
194	你们花呗影响购房贷款吗	你们怎么知道我花呗还清	0
195	借呗逾期影响是	借呗***额度逾期十天会有影响吗	0
196	花呗可以提前还下月账单吗	花呗提前还款可以都还了吗	0
197	借呗可以今天借出明天还么	借呗可以延期还吗	0
198	我的花呗，不能使用	花呗会什么用不了	1
199	花呗绑定的手机号不用了，想解绑	手机号码换了，之前手机号码里的花呗钱，怎么能取出来	0
200	蚂蚁借呗家装	为什么要申请家装借呗	0
201	花呗的账单分期的最高金额是多少	能查到我的花呗是做多少分期的吗	0
202	蚂蚁借呗借了三次会影响房贷车贷吗	蚂蚁借呗影响购房贷款吗	1
203	花呗是一个什么样	花呗的额度是根据什么	0
204	我买什么东西用的蚂蚁借呗	我的借呗是什么时候涨的	0
205	银行卡里的钱够还花呗的，怎么提示余额不足	用花呗付款显示余额不足怎么办	0
206	花呗钱自动还款数额不对	下个月，花呗自动还款怎么扣	0
207	支付宝换号码花呗怎么换	支付宝限额了，怎么换借呗	0
208	花呗里我提前还的钱，，后来又退款，最后钱	关键是我用我自己的钱去还的花呗，他又把钱退给花呗了	0
209	使用花呗付的款确认收货后为什么不能申请分期	付款后怎么申请花呗分期	0
210	如何提升花呗可用额度	花呗怎么提高额度	0
211	为什么我的花呗在美团无法使用	我的美团怎么用不了花呗支付了	0
212	花呗怎么删除订单	蚂蚁花呗的账单可以删除	0
213	借呗可以随时还款吗	花呗可以随时还款	0
214	花呗逾期过了 芝麻分还能上去吗	我没有办过什么花呗 怎么说我逾期了	0
215	借呗为什么不能直接转余额宝	但是钱转不进余额宝 借呗会不会直接从储蓄卡里扣除	0
216	借呗多久能到银行卡上	借呗借到银行卡不到账	1
217	以前用花呗换了手机号，为什么找不到了	为什么支付宝找不到花呗	0
218	花呗能买机票，不飞机票	花呗可以买飞机票么	1
219	支持蚂蚁花呗付款么	这个支持蚂蚁花呗么	1
220	我已经还清花呗了 为什么还要我还款	花呗我还款了怎么还提示我让我还款	1
221	余额宝自动还花呗了	余额宝有一笔主动还花呗，***号，是还的哪一期花呗	0
222	我的花呗逾期，还通了，多久才能用	我的花呗 让取消了	0
223	蚂蚁借呗，不想分期了怎么办	蚂蚁借呗不想分期	1
224	什么情况下可以使用花呗	花呗可以用支付宝使用吗	0
225	这个支付宝换了，花呗也用这个支付宝开通，什么还是显示上一次开通的，花呗我取消了，这个支付宝花呗什么开通了	以前用的手机号注册支付宝开通过花呗，有办了手机号注册支付宝，如何在这个手机号上使用花呗	0
226	显示的可用花呗支付宝账户是别的账号	支付宝号是我手机，但是花呗不是我手机号	0
227	我的怎么使用不了了花呗	新号码不能用花呗怎么办	1
228	请联系人工客服为我解答	有人工客服吗	1
229	我支付宝有花呗没	关键是支付宝首页没花呗	0
230	能给我重新开通一下，花呗吗	能给我开通一下花呗吗	1
231	蚂蚁借呗的钱都没到账,连到余额宝	借呗到余额宝，怎么还没到账	0
232	花呗主动提前还款，卡有余额还不了	为什么现在不能提前还花呗了	0
233	信用卡，花呗服务费是什么意思	信用卡花呗服务费是什么鬼	1
234	如何取消还花呗分期	如果分期了还能关闭花呗么	0
235	我已经还花呗了阿	还剩余花呗	0
236	我的花呗什么时候才能再开通	我花呗什么时候可以开通	1
237	收线吗能收花呗钱吗	花呗还款收手术费吗	0
238	为什么不支持花呗	二维码支持花呗付款	0
239	交易退款记录写的是花呗	怎么查花呗里的交易记录	0
240	怎样申请使用花呗体验额度	为什么申请花呗体验额度不管用	0
241	花呗账单分期后还可以分吗	花呗逾期后可以分期还款吗	0
242	现在是我把a账户关闭了花呗支付	您以前花呗的账户花呗已经关闭了是吧	0
243	为什么借呗不涨呀	借呗为什么不涨了	1
244	花呗开启手机通讯录权限 怎么开启	花呗提现怎么开启手机通讯录	0
245	如何关闭花呗，因是我女儿开通的	我的花呗关闭以后，再开开的时候额度是不是就降低了	0
246	淘宝买东西，花呗支付不了	我的花呗怎么支付不了	0
247	我花呗选择了最低还款	我的最低还款已经还了，剩下的下月还可以吗	0
248	我问的是花呗为什么不能缴纳电费了呐	我用蚂蚁花呗交了电费为什么花呗这边把钱	0
249	花呗怎么移期	花呗有什么的	0
250	花呗没还清是不是借呗不可以用	还完花呗，借呗怎么还不能用	0
251	凌晨 借呗能体现吗	借呗 能拿现金吗	0
252	借呗怎么还请账单	借呗怎么还了一点	0
253	现在花呗不让交电费了？怎么回事	花呗交电费余额不对	0
254	借呗是自动扣款的嘛	借呗的还款日当天几点自动扣费	0
255	余额宝有钱借呗会自己扣除还款吗∩	借呗能自动扣除余额宝的钱吗	1
256	怎么把花呗转到另外个账号	同一个身份借呗能怎么转到帐户	0
257	借呗还款了还是逾期	蚂蚁借呗逾期还款了怎么办	0
258	我的花呗被冻结了。还能开通吗。怎么开通	开通我的蚂蚁花呗	0
259	关联认证的花呗	花呗怎么关联银行卡	0
260	花呗提示安全初始化是什么意思	花呗安全验证没通过是什么问题	0
261	花呗每次花费额度	网购花呗额度***多	0
262	今天是我借呗还款日下午转到余额宝可以吗	意思是需要把银行卡的钱转到余额宝才可以还借呗	0
263	已交易，不过是花呗的，我是三期付款的，我能改吗	能否改成花呗分期付款	0
264	为什么我的花呗变不能用了	为什么我的花呗不可用	0
265	显示交易关闭为什么花呗还会被扣钱	交易关闭了，为什么我的花呗还是扣了	0
266	我用花呗买的火车票取票的时候补全价付的全款 那一半钱为什么没有退回来	比如我买的火车票没付成给退回来了，但是花呗里还是按消费	0
267	花呗还款可以分期还吗，我一次还不上	还有我的花呗为什么一直不涨了	0
268	花呗验证不刷脸	为什么花呗刷脸认证成功不了	0
269	还不起花呗了怎么办	花呗逾期怎么看	0
270	身份证过期花呗会被锁吗	身份证过期会影响申请蚂蚁借呗吗	0
271	花呗每月的还款方式	每月花呗怎么计算	0
272	钱已经退回花呗，怎么样取出	怎样取回退到花呗里的钱	1
273	我的花呗额度可以自行上调吗	花呗钱可以加多吗	1
274	第一次蚂蚁借呗没有通过，下一次机会要多久	以前有蚂蚁借呗，怎么没有了	0
275	花呗分期付款多少天是一期	花呗分期每期是多少天	1
276	借呗贷款会影响房贷吗	更换手机号码会影响支付宝借呗额度吗	0
277	我要关闭花呗，系统要确认收货，我就确认了，再这	确认收货后才需要还花呗吗	0
278	手机号码换了，花呗还是以前号码。改不了吗	没有花呗了，是不是因为手机号换了	0
279	钱退入花呗，怎么去看	怎么查花呗明细	1
280	使用花呗可以用券么	双十一免单在拼多多上使用花呗，可以吗	0
281	花呗逾期还完还可以礼物用吗	别的贷款逾期花呗不可以使用吗	0
282	如何查看蚂蚁借呗还有多少钱需要还	花呗看不了还有多少钱	0
283	花呗是每个月几号自动提升额度	花呗什么时候自动提额	1
284	我申请借呗怎么显示存在风险	借呗到帐户然后显示存在风险	1
285	第二次就不能花呗支付宝了	为什么都不支持花呗付款	0
286	借呗***可以分几个月还	我这个月借呗还多少	0
287	尽情花呗怎么才走	尽情花呗可以到明天什么时候	0
288	这么恢复花呗	申请花呗恢复	1
289	换了手机号码借呗还能借钱嘛	我手机号换了 想重新绑定花呗	0
290	我花呗上个月还了最低还款	用了这个是不是我还花呗的钱	0
291	花呗的安全验证没通过 在哪里通过	花呗 安全验证没通过	0
292	我的花呗为啥充值不了话费了	花呗不能充值电话费吗？为什么我的不支持手机充值	1
293	借呗 自动扣款时 可以余额宝和余额一起扣吗	蚂蚁借呗可以在余额宝扣钱吗	0
294	不知道怎么登录花呗	怎么显示花呗有账号登录了	0
295	还花呗需要还利息的嘛	花呗申请后要利息吗	0
296	蚂蚁借呗额度没有了	申请了只是申请额度而已不是借是么	0
297	花呗可以跨店使用吗	花呗不用费用	0
298	花呗关闭多久后可以在另一个账号开通	a账户关闭花呗后，b账户什么时候可以开通花呗	0
299	我的花呗邦定银行卡了吗	怎么查付款的是银行卡还是花呗	0
300	没有公积金 借呗怎么提额度	蚂蚁借呗怎么能提高额度	0
301	可以延长花呗的还款期限吗	花呗可以延后还款不	1
302	借呗神秘领域是什么	平台借呗是什么	0
303	蚂蚁借呗可以逾期多少天	借呗还欠多少	0
304	首次借呗有多少额度	借呗提一次额度是多少	0
305	对，借呗的还款	蚂蚁借呗没有去还款	0
306	开户什么都改了 为什么借呗最后验证码还是以前的手机号	蚂蚁借呗验证码的手机号	0
307	网商贷怎样转蚂蚁借呗	借呗转网贷商额度会归零吗	0
308	在电脑上蚂蚁花呗怎么还款	蚂蚁花呗能自动还款吗	0
309	一个身份证号只能用一个花呗么	花呗只能开通一个	0
310	为什么用花呗分期付总是余额不足	花呗钱不足能不能与余额合并付款	0
311	我不要用花呗支付，直接用支付宝支付	我要取消不想用这个，花呗是吧	1
312	我的花呗怎么不能使用	相互都开通了花呗怎么不能付款	0
313	花呗分期影响信用分	帐单分期会影响个人信用么	0
314	蚂蚁借呗***元一直等待银行处理是怎么回事	蚂蚁借呗那负***块钱是什么钱	0
315	多还花呗怎么办	找别人代还花呗账单怎么弄	0
316	为什么蚂蚁借呗给停用了	我的蚂蚁借呗为什么停了	1
317	花呗为负数，还会有临时额度吗	花呗额度负数影响信用吗	0
318	除最低还款外，花呗的利息是多少	我如果开花呗，我的额度是多少	0
319	什么原因关闭的借呗	借呗已经关闭了	0
320	淘宝商户怎么开通花呗支付	淘宝卖家如何开通花呗	0
321	花呗逾期了我还想账单分期怎么办可以申请吗	怎么我的花呗不能分期的	0
322	蚂蚁借呗自动还款一般什么时候	几点之前还款蚂蚁借呗	0
323	人家等着用钱，我怎么给人家	我没有用过花呗，怎么提示我要还款	0
324	为什么我花呗显示交易成功，对方没收到钱	花呗扫码对方付款成功钱没到银行怎么回事	0
325	蚂蚁借呗钱怎么少了	蚂蚁借呗咋么提款	0
326	为什么我用花呗交话费会自动退款	用花呗冲话费 退了回来	0
327	借呗短信验证码	花呗验证码安全	0
328	我现在还花呗借呗	现金可以还花呗借呗吗	0
329	开通了信用卡与花呗，怎么收钱	花呗和信用卡开不了发票	0
330	怎么设置花呗自动还款	为什么支付宝花呗里面有自动还款	0
331	如何提升花呗的额度	花呗收钱额度怎么提升	0
332	为什么还了钱花呗用不了	花呗已经换款了，为什么还自动扣款	0
333	用花呗支付了，没有挖权益	没有用花呗里面了钱，这哈浪子还	0
334	为什么借呗没有分期***个月了变成了***个月	蚂蚁借呗期限为什么不能选择***个月	0
335	是不是有网商贷了，就不会有蚂蚁借呗	关闭网商贷之后是否可以申请蚂蚁借呗	0
336	请您登录手机支付宝，点击我的-花呗-我的账单-已出账	请登录手机支付宝-我的-花呗-下月应还-已出账，点击右上角的时间，可以	1
337	怎样提升花呗额度	花呗是不是每月***号提额度	0
338	借呗还完之后还是显示逾期	借呗还款日几点还不逾期	0
339	花呗怎么还提示绑定银行卡	花呗绑定银行卡成功后，再进花呗	0
340	花呗的分期手续费	我要花呗分期，在哪里可以操作	0
341	还了花呗额度后要多久才可以调整额度	花呗可以提高额度嘛	0
342	不是刷信用	还款以后能不能恢复我的信用分	0
343	逾期已处理了，花呗什么时候可以使用	花呗冻结之后什么时候能使用	0
344	花呗怎么允许访问通讯录	我已设置为允许访问通讯录为什么花呗那里确认不了	0
345	我的对象为什么没用蚂蚁借呗	我想蚂蚁借呗贷款	0
346	为什么我借呗不无法使用	为什么今天借呗用不了	1
347	我花呗什么时候开始用的	我当时支付是用的花呗吗	0
348	为什么我的支付宝有花呗 在淘宝不可以用	淘宝退回花呗的钱 我为我这还是显示用了之前那么多	0
349	为什么花呗收款不好使	花呗收款开关为什么用不了	1
350	花呗按最低还款，计息是	花呗的最低还款支付后，其他的是以每天***％计利息吗	1
351	蚂蚁借呗放款中要等多久	借呗多久放款到银行卡	0
352	怎么用借呗的钱还借呗的钱，不行的吗	蚂蚁借呗怎么还款的	0
353	怎么找不到花呗还款地方	怎么还款花贝	1
354	借呗***日提前还款.***日还要还	蚂蚁借呗提前还款钱还会在银行卡	0
355	我有蚂蚁借呗 就是借不了	这就放心了，借呗额度会不断提升吗	0
356	我的蚂蚁花呗怎么还不开通	给我把花呗开通吧	1
357	蚂蚁借呗是不是不可以提前还款	借呗提前还款，怎么还不起	0
358	花呗支付，现在要退货，会不会扣除手续费	用花呗付款要收手续费吗	0
359	花呗怎么绑定银行又要绑定银行卡	花呗绑定银行卡的方法	0
360	蚂蚁花呗和蚂蚁借呗可以同时用吗	花呗和蚂蚁借呗还能用吗	0
361	想问问蚂蚁借呗什么时候还款	什么时候借呗***	0
362	借呗***期分期怎么没了	借呗为什么不能分***个月了	0
363	花呗额度付账的	花呗额度五百 是免费用的吗	0
364	花呗怎么取消，我不要用了	不小心点了花呗怎么关闭	0
365	为什么我不符合蚂蚁花呗要求	为啥我开不了花呗	1
366	昨天是我的借呗还款日，可我余额宝里没那么多钱，忘了存进去了，现在怎么办	我余额宝里没有钱怎么还的蚂蚁借呗	0
367	什么额度能用借呗	借呗怎么才能最快恢复额度	0
368	花呗还了***怎么额度还是不变	钱退回花呗，为什么还款额度不变	0
369	都没有欠款了，我的花呗怎么还用不了	怎么查看花呗没还	0
370	今天还的花呗今天可以用吗	使用花呗的钱，一般还	0
371	我的花呗额度为一万	想知道因为什么原因我花呗额度降低了	0
372	蚂蚁借呗提前还款 影响信用吗	借呗提前还款，有什么影响吗	0
373	花呗新人百元礼包有什么	以花呗的新人礼包，里面有什么东西	0
374	怎么取消花呗短信通知	如何取消花呗短信提醒功能	1
375	帮我开通下花呗可以吗	我有俩支付宝都能开通蚂蚁花呗吗	0
376	借呗需要申请吗	申请借呗怎么填表格	0
377	蚂蚁借呗怎么还要公积金帐号	蚂蚁借呗一定要填写公积金账号及车牌号码吗	0
